Product,Website,Taxonomy,Level 2 (from Taxonomy),Level 3 (from Taxonomy),Tags,Compatible With,Description
Heroic Labs - Hiro,https://heroiclabs.com/hiro/,Software,Development,Dev Tooling,"Economy,Gameplay,Social & Competitive Features",,"Add powerful economy, gameplay, and liveops features to your Unity and Unreal games on mobile, desktop, and console. Built in collaboration with the best game studios by the makers of Nakama server."
Backtrace,https://backtrace.io/,Software,Development,Dev Tooling,"Crash,Monitoring,Bugs","Unity,Unreal,CryEngine,Nintendo,Playstation,Xbox,Android,iOS",Quickly detect and resolve the errors that impact your players.
wvs,https://about.wvs.io/,Software,Development,Dev Tooling,"Collaboration,Cloud,Platform","Unity,Unreal","A purpose-built cloud platform for interactive creators and teams using game engines.

WVS is the easiest, fastest way to create cloud-automated builds for Unreal, Unity, and other game engines. Think of it as your build engineering team in the cloud."
INCREDIBUILD,https://www.incredibuild.com/,Software,Development,Dev Tooling,"Development,Collaboration,Productivity",,"Incredibuild empowers teams to build faster, create better products, and have greater control over their dev processes."
The Wick Editor,https://www.wickeditor.com/#/,Software,Development,Dev Tooling,"Web,Development,Platform,Animation,Free,Open Source",,"The Wick Editor is a free, open-source tool for creating games, animations, and everything in-between!"
Elevation API,https://elevationapi.com/,Software,Development,Dev Tooling,"API,Open Source,3D,Texture,Generator,Terrain",,"A simple open source API providing global elevation data and fast content pipeline, enabling live 3D textured terrain generation in both STL and glTF."
Apache Cordova,https://cordova.apache.org/,Software,Development,Framework,"Mobile,Web",,"Apache Cordova is an open-source mobile development framework. It allows you to use standard web technologies - HTML5, CSS3, and JavaScript for cross-platform development. Applications execute within wrappers targeted to each platform, and rely on standards-compliant API bindings to access each device's capabilities such as sensors, data, network status, etc."
LÖVE,https://love2d.org/,Software,Development,Framework,"2D,Cross-Platform,Free,Open Source",,"Hi there! LÖVE is an *awesome* framework you can use to make 2D games in Lua. It's free, open-source, and works on Windows, macOS, Linux, Android and iOS."
Flutter,https://flutter.dev/games,Software,Development,Framework,"2D,Free,Open Source",,"Flutter is a free, open-source framework from Google that allows developers to build applications for multiple platforms using a single codebase"
Pygame,https://www.pygame.org/,Software,Development,Framework,"Portable,Cross-Platform",,Pygame is a set of Python modules designed for writing games. It is written on top of the excellent SDL library. This allows you to create fully featured games and multimedia programs in the python language. Pygame is highly portable and runs on nearly every platform and operating system.
PHASER,https://phaser.io/,Software,Development,Framework,"Web,HTML5,Framework",Web,"For over a decade, Phaser has enabled developers of all skill levels to create games for the web."
HAXE,https://haxe.org/use-cases/games/,Software,Development,Framework,"Framework,Cross-Platform",,"Write high performance games for every major platform using world-class libraries.

Haxe has a wealth of game frameworks and libraries available to help you create your masterpiece.

Being able to achieve native speeds across multiple platforms with a single code base gives Haxe developers an edge."
MONOGAME,https://monogame.net/,Software,Development,Framework,"Cross-Platform,Framework","C#,.NET","MonoGame is a simple and powerful .NET framework for creating games for desktop PCs, video game consoles, and mobile devices using the C# programming language."
SpriteKit (Apple),https://developer.apple.com/spritekit/,Software,Development,Framework,"2D,OpenGL",iOS,"The SpriteKit framework makes it easy to create high-performance, battery-efficient 2D games. With support for custom OpenGL ES shaders and lighting, integration with SceneKit, and advanced new physics effects and animations, you can add force fields, detect collisions, and generate new lighting effects in your games."
Colyseus,https://colyseus.io/,Software,Development,Framework,"Multiplayer,Free,Open Source,Game Servers","Javascript / TS,Node.js","Colyseus is a framework for writing your own authoritative multiplayer game servers using JavaScript/TypeScript and Node.js, and easily integrating it with your favorite game engine."
UNIGINE SDK,https://unigine.com/,Software,Development,Framework,"3D,SDK","C++,C#","UNIGINE SDK (Software Development Kit) is designed for development teams (C++/C# programmers, 3D artists) working on interactive 3D apps.

While having the same core (Unigine Engine), there are 3 SDK editions for different needs and industries."
Photon Engine,https://www.photonengine.com/,Software,Development,Game Backend,"Fusion,SDK,Multiplayer Services",Unity,Photon products let you build and launch multiplayer games worldwide across all platforms. You can focus on developing your game while we scale to meet the needs of your players - from the first users to millions.
Microsoft Azure Playfab,https://playfab.com/,Software,Development,Game Backend,"LiveOps,Multiplayer Services",,"PlayFab is a complete backend platform for live games with managed game services, real-time analytics, and LiveOps. These features can help you boost your revenue and increase player engagement while cutting costs."
Metaplay,https://metaplay.io/,Software,Development,Game Backend,"LiveOps,SDK",,"Tailor your backend to your growing game and players' needs with Metaplay's fully extensible and programmable C# server. Server-authoritative by design and cheat-proof by default, you'll never fear for your game's security as you scale. Oh, and it's packed with pre-made features all the top titles need today."
Beamable,https://beamable.com/,Software,Development,Game Backend,"LiveOps,SDK",,"Beamable is an open, extensible game server platform that lets you create online games and virtual worlds in minutes. Write game server code in C# and rapidly prototype a functional online game in minutes that can scale to millions of players."
Accelbyte,https://accelbyte.io/,Software,Development,Game Backend,Multiplayer Services,,"AccelByte is a battle-tested and extensible game backend supporting cross-platform accounts, matchmaking, in-game store, analytics, and more."
Playerio,https://playerio.com/,Software,Development,Game Backend,"Multiplayer Services,Analytics,Database",,"PlayerIO is the fast, easy, scalable & reliable way to build online games. Features such as BigDB, GameFS, Sitebox and Multiplayer makes it possible to build large complex online games without hosting a single server yourself."
Herioc Labs - Nakama,https://heroiclabs.com/nakama/,Software,Development,Game Backend,"Open Source,Social & Competitive Features",,"Own your infrastructure in one open-source package. All realtime, social and competitive APIs needed for games."
brainCloud,https://getbraincloud.com/,Software,Development,Game Backend,"Analytics,Multiplayer Services,Leaderboards",,"brainCloud is a ready-made back-end platform for the development of feature-rich mobile+social games and gamified apps. brainCloud provides the features you need – along with comprehensive tools to support your team during development, testing, and user support."
AppWarp,https://appwarp.shephertz.com/,Software,Development,Game Backend,"Multiplayer Services,Messaging",,AppWarp is designed to help developers building such multiplayer games and applications by offloading the heavy lifting of developing and deploying the backend.
LootLocker,https://lootlocker.com/,Software,Development,Game Backend,"Game Services,Content Management",,The all-in-one game backend platform with powerful plug-and-play features and transparent pricing.
Unity Gaming Services,https://unity.com/solutions/gaming-services,Software,Development,Game Backend,"Multiplayer,LiveOps,DevOps",,"Backend and LiveOps services trusted by world-class studios to support multiplayer and live games at any scale, with any engine or tech stack."
Xsolla Backend (AXR),https://www.acceleratxr.com/,Software,Development,Game Backend,Social & Competitive Features,,"Xsolla Backend (formerly AcceleratXR) is the most feature rich of any online gaming platform. Our solutions are easily adaptable to fit any project’s goals, allowing teams to create truly cross-platform multi-player games in less time and with fewer resources."
Epic Online Services,https://dev.epicgames.com/en-US/services,Software,Development,Game Backend,"Game Services,Account Services",,"Epic Online Services is an open and modular set of online services for game development. Continuously evolving to serve all games and their players, today it gives creators freedom to distribute their games across all platforms, and their players access to all friends."
Snapser,https://snapser.com/,Software,Development,Game Backend,"Multiplayer Services,Realtime Gameplay,Server Fleets",,"Snapser caters to game studios of any size and genre, empowering them to craft a tailor-made AAA-quality backend, elevating game play depth, and expediting time to market."
BACKND,https://www.backnd.com/,Software,Development,Game Backend,"Matchmaking,Chat,Leaderboards",,BACKND is a serverless backend solution for building multiplayer games.
Unisave,https://unisave.cloud/,Software,Development,Game Backend,"Database,Cloud",Unity,"Unisave lets you easily build a backend server for your Unity game. Database, cloud code, real-time messaging, deployment, and one Unity asset to rule them all."
Coherence,https://coherence.io/,Software,Development,Game Backend,"Multiplayer Services,SDK",,"A complete solution for making and running multiplayer games. Created by game developers for game developers, coherence will save you time and money, and empower you to dream bigger."
Pragma,https://pragma.gg,Software,Development,Game Backend,"Accounts,Social,Multiplayer Services",,"Pragma is an extensible and scalable backend game engine for live service games. Our features include: matchmaking, cross platform accounts, social, meta game features, live operations, monetization, and telemetry and analytics."
Whalepass,https://www.whalepass.gg/,Software,Development,Game Backend,"Plug-and-Play,SDK,Unity",,Whalepass is a plug and play game backend that helps game developers create better experiences for their players. With out-of-the-box tooling and cutting edge technology to help them unlock long-term value.
idem,https://www.idem.gg/,Software,Development,Game Backend,"Matchmaking,Multiplayer,API",,"We enable game studios to provide the best possible multiplayer experience to their players. Studios should do, what they do best. Create memorable games for player to enjoy and moments to cherish."
Firebase,https://firebase.google.com/,Software,Development,Game Backend,"Database,Authentication,Cloud Functions,Hosting",,"Spend less time worrying about infrastructure, and more time building a great game. Quickly spin up your entire backend without provisioning your own servers, set up databases that store and sync player data in near-realtime, implement secure player login, and more."
Launchitlabs,https://www.launchitlabs.io/,Software,Development,Game Backend,"Synced Play,Server Authority,Multiplayer,Multiplayer Services",,"Traditional backend development either forces you into compromising with insecure, client-authoritative stacks for a faster launch, or mandates investing massive resources into building a secure, server-authoritative backend - which not only delays your launch but also makes your market predictions obsolete by the time you ship."
Planetary Processing,https://planetaryprocessing.io/,Software,Development,Game Backend,"Multiplayer,Indie Dev","Unity,Unreal,Godot,Love,Defold","We offer a platform that makes creating and running large online games simple, allowing game developers to focus on building their game while we worry about the techy stuff."
METAGRAVITY - HyperScale Engine,https://www.metagravity.com/,Software,Development,Game Backend,Multiplayer Services,"AWS,Azure,Unreal,Unity,Godot","MetaGravity HyperScale  Engine underpinned by our Causal Partitioning™ technology. This novel approach redefines how multiplayer games and interactive virtual worlds are developed, forging a paradigm shift in player concurrency, cost efficiency and integration with today's game development stack for new and existing games."
momento,https://www.gomomento.com/solutions/industries/game-development/,Software,Development,Game Backend,"Real-time,Multiplayer Services,Social & Competitive Features","Unity,Unreal,iOS,Android,Web",Momento gives players the responsive real-time functionality and lag-free experience that make them love your game—all while expediting delivery and keeping costs under control.
Croquet Labs,https://croquet.io/unity/,Software,Development,Game Backend,"Multiplayer,Platform,Web,Multiplayer Services","Unity,Web","Croquet removes the complexity of traditional client/server systems and eliminates netcode, enabling synchronized simulations and gameplay that have simply not been possible."
Improbable - Morpheus,https://www.improbable.io/,Software,Development,Game Backend,"Multiplayer Services,Metaverse,Networking,Rendering,Audio",,"Morpheus reimagines multiplayer games technology from the ground up for high density, high scale metaverse experiences supporting tens of thousands of participants who can see, hear, and interact with one another in real time."
Unity Engine,https://unity.com/,Software,Development,Game Engine,"2D,3D",,Unity’s industry-leading engine provides tools to create and operate amazing games and other real-time interactive experiences and publish them to a wide range of devices.
Blue Fire (Flame),https://flame-engine.org/,Software,Development,Game Engine,"2D,Open Source",,"Studios shouldn't be satisfied to launch a great game just to see players turn away, because waiting time is too long. Studios shouldn't be forced to make investments into statisticians, just to meet the bare minimum player experience. Indie studios shouldn't be left unable to show off the great things they have created, because they can't afford matchmaking."
Unreal Engine,https://www.unrealengine.com/en-US,Software,Development,Game Engine,3D,,"From design visualizations and cinematic experiences to high-quality games across PC, console, mobile, VR, and AR, Unreal Engine gives you everything you need to start, ship, grow, and stand out from the crowd. "
Defold,https://defold.com/,Software,Development,Game Engine,"Free,2D",,"For all of them, we provide the necessary tool, to bring state-of-the-art matchmaking to their game."
GameMaker,https://gamemaker.io/en,Software,Development,Game Engine,"2D,3D,Free",,"GameMaker accommodates the creation of cross-platform and multi-genre video games using a custom drag-and-drop visual programming language or a scripting language known as Game Maker Language, which can be used to develop more advanced games that could not be created just by using the visual programming features."
Construct,https://www.construct.net/,Software,Development,Game Engine,2D,,"Construct is an HTML5-based 2D video game engine developed by Scirra Ltd. It is aimed primarily at non-programmers, allowing quick creation of games through visual programming."
Cocos2d,https://www.cocos.com/,Software,Development,Game Engine,"3D,2D",,"Cocos2d is an open-source game development framework for creating 2D games and other graphical software for iOS, Android, Windows, macOS, Linux, HarmonyOS, OpenHarmony and web platforms."
CRYENGINE,https://www.cryengine.com/,Software,Development,Game Engine,3D,,"CryEngine is a game engine designed by the German game developer Crytek. It has been used in all of their titles with the initial version being used in Far Cry, and continues to be updated to support new consoles and hardware for their games."
O3DE,https://o3de.org/,Software,Development,Game Engine,"Open Source,3D",,"O3DE, a full-featured, real-time open source 3D engine, can be used to create high-fidelity games, robotic simulations and immersive 3D worlds, bridging the physical and digital worlds to deliver amazing experiences."
RPG Maker,https://www.rpgmakerweb.com/,Software,Development,Game Engine,2D,,"RPG Maker, known in Japan as RPG Tsukūru, is a series of programs for the development of role-playing video games with story-driven elements, created by the Japanese group ASCII, succeeded by Enterbrain, and then by Gotcha Gotcha Games."
Godot,https://godotengine.org/,Software,Development,Game Engine,"2D,3D,Open Source",,"The Godot Engine is a free, all-in-one, cross-platform game engine that makes it easy for you to create 2D and 3D games."
Ren'Py,https://www.renpy.org/,Software,Development,Game Engine,"Open Source,Free,Visual Novel",,"Ren'Py is a visual novel engine – used by thousands of creators from around the world – that helps you use words, images, and sounds to tell interactive stories that run on computers and mobile devices."
Leadwerks,https://www.leadwerks.com/,Software,Development,Game Engine,"3D,VR",,Leadwerks Game Engine provides the smoothest learning curve to take you from beginner to full-fledged game developer.
Urho3D,https://urho3d.io/,Software,Development,Game Engine,"2D,3D,Cross-Platform,Free",,"Urho3D is a free lightweight, cross-platform 2D and 3D game engine implemented in C++ and released under the MIT license. "
ORX,https://orx-project.org/,Software,Development,Game Engine,"Open Source,Data-Driven",,"Orx is a 2.5D data-driven game development engine. It is open source, ultra-fast, multi-platform and full-featured for C/C++ programmers: beginners and experts alike."
Torque,https://torque3d.org/,Software,Development,Game Engine,"3D,2D,Open Source,Free",,"Torque Game Engine, or TGE, is an open-source cross-platform 3D computer game engine, developed by GarageGames and actively maintained under the current versions Torque 3D as well as Torque 2D."
Gdevelop,https://gdevelop.io/,Software,Development,Game Engine,"2D,3D,Multiplayer,Open Source,Cross-Platform",,"GDevelop is the most powerful, open-source, no-code game engine. Make 2D, 3D and multiplayer games without limits. Publish everywhere: iOS, Android, Steam, web, gaming platforms. Reach millions of players like other hit games and experiences powered by GDevelop."
Wonderland Engine,https://wonderlandengine.com/,Software,Development,Game Engine,"3D,Web,XR",,"Wonderland Engine is a highly performant, accessible and light weight graphics engine for the web. It comes with a desktop editor application and an efficient WebAssembly based runtime."
C4 Engine,https://c4engine.com/,Software,Development,Game Engine,"Paid,Cross-Platform",,The C4 Engine is a proprietary computer game engine developed by Terathon Software that is used to create 3D games and other types of interactive virtual simulations.
Buildbox,https://signup.buildbox.com/,Software,Development,Game Engine,"AI,No-Code,API",,"With BuildBox you can make games without any coding expertise. However, it’s also possible to add code to your game by using JavaScript. Most standard JavaScript will work within BuildBox. This API will help you control many aspects of your game with BuildBox-specific functionality."
Cinevva Game Engine,https://app.cinevva.com/,Software,Development,Game Engine,"3D,Cross-Platform,AI,Gen AI",,"Cinevva developed an internal proprietary tech solution that leverages state of the art ​generative AI tools to significantly accelerate game creation mass adoption. We train ​Cinevva AI to create a seamless 360 experience from a simple prompt to 3D games and ​interactive experiences.

Platformer, puzzle, narrative episodic games, scenarios, background scenes....now online."
BEVY,https://bevyengine.org/,Software,Development,Game Engine,"Data-Driven,Free,Open Source",Rust,"A refreshingly simple data-driven game engine built in Rust
Free and Open Source Forever!"
PLAYCANVAS,https://playcanvas.com/,Software,Development,Game Engine,"Web,HTML5",,"PlayCanvas is used by studios large and small to make lightweight messenger games, online multiplayer games, extraordinary product configurators, architectural visualizations and more."
ARMORY3D,https://armory3d.org/,Software,Development,Game Engine,"Free,Open Source,Cross-Platform",Blender,"A powerful, cross-platform, free & open source game engine,
integrated in Blender."
SOLAR2D,https://solar2d.com/,Software,Development,Game Engine,"2D,Open Source,Cross-Platform,Integrations",Lua,"Solar2D is a Lua based game engine with focus on ease of iterations and usage. This is a fully open source project that is forked from the well established and widely used Corona SDK game engine, which is no longer commercially supported. Development is led by Vlad Shcherban, former technical lead engineer at Corona Labs Inc. If you are using this engine, consider supporting its development."
AppGameKit,https://www.appgamekit.com/,Software,Development,Game Engine,"Educational,2D,Cross-Platform",,"AppGameKit is a game development engine that allows users to create apps and games for multiple platforms. It's designed to be easy to learn and is often recommended for beginners, hobbyists, and indie developers."
stencyl,https://stencyl.com/,Software,Development,Game Engine,"No-Code,Cross-Platform",,"Stencyl isn't your average game creation software; it's a gorgeous, intuitive toolset that accelerates your workflow and then gets out of the way. We take care of the essentials, so you can focus on what's important - making your game yours."
Modd,https://www.modd.io/,Software,Development,Game Engine,"2D,3D,Multiplayer,Open Source,No-Code",,"MAKE MULTIPLAYER GAMES. ENTIRELY IN YOUR BROWSER. Create 2D and 3D multiplayer games easily with Moddio, an open-source, no-code game engine. Edit and play games right in your browser."
Cave Engine,https://unidaystudio.itch.io/cave-engine,Software,Development,Game Engine,3D,Python,"Cave Engine is a Simple, easy to use, 3D desktop Game Engine that is scriptable in Python. You can use it to make any type of games you want and release them commercially. 

You can expect a seamless development process with cave, with pretty much ZERO loading time: it does not require any Shader or Code compilation and asset handling is as fast as possible!"
FALCOENGINE,https://falco3d.com/,Software,Development,Game Engine,"3D,Cross-Platform,OpenAL",C#,"Free cross-platform 3D game engine with C# scripting, Bullet physics and OpenAL audio."
Flax Engine,https://flaxengine.com/,Software,Development,Game Engine,"3D,Cross-Platform",,"The most agile game engine is now available.
Full source code. Full power. Fully featured."
Fyrox Game Engine,https://fyrox.rs/,Software,Development,Game Engine,"2D,3D,Web",Rust,A modern Rust game engine for 2D/3D games with a scene editor. Formerly known as rg3d.
jMonkeyEngine,https://jmonkeyengine.org/,Software,Development,Game Engine,"Open Source,3D",Java,"jMonkeyEngine is a modern developer friendly game engine written primarily in Java. Its minimalistic and code first approach makes it perfect for developers who want the support of a game engine while retaining full control over their code with the ability to extend and adapt the engine to their workflow.
      
      
"
STRIDE,https://www.stride3d.net/,Software,Development,Game Engine,"Free,Open Source,Cross-Platform,2D,3D,VR",C#,"Stride is a free and open-source cross-platform C# game engine. It is fit for both 2D and 3D games, as well as any other interactive content running on desktop and VR."
ULTRAENGINE,https://www.ultraengine.com/,Software,Development,Game Engine,"GPU,3D,VR",,"Ultra Software is an American owned-and-operated company founded to solve the problems we saw while working on virtual reality projects at NASA. We are developing game engine tools to provide order-of-magnitude faster performance for 3D and VR applications in entertainment, defense, and aerospace."
UPBGE,https://upbge.org/#/,Software,Development,Game Engine,"Open Source,3D",Blender,"UPBGE is an open-source, 3D game engine forked from the old Blender Game Engine and deployed with Blender itself. This unified workflow is its main strength, as you can make your game from start to finish without leaving Blender."
Wicked Engine,https://wickedengine.net/,Software,Development,Game Engine,"3D,Graphics,Cross-Platform,Free,Open Source",,Free and open source game engine.
RPG Paper Maker,https://rpg-paper-maker.com/,Software,Development,Game Engine,"Free,3D,2D",,"RPG Paper Maker is a game making engine, free for non commercial use, allowing you to create a 3D universe with many 2D sprites and even 3D objects using a simple interface for all available platforms: Windows, Linux, and MacOS.

RPG Paper Maker gives you a way to create RPGs in a full 3D world as simply as it is in 2D! RPG Paper Maker also comes packed with cool retro inspired graphic assets for you to use in your own projects."
Alibaba Cloud,https://www.alibabacloud.com/en/solutions/gaming?_p_lc=1,Software,Development,"Networking, Servers, Orchestration, & Edge","Global,Game Servers,Cloud",,"Next-generation games are driving game studios to improve network and service performance to provide a high-quality player experience. Alibaba Cloud gaming solutions empower businesses with agile game development, secure and fast global distribution, and cost-effective operations."
Tencent Cloud,https://www.tencentcloud.com/solutions/game,Software,Development,"Networking, Servers, Orchestration, & Edge","Global,Infrastructure,DevOps,Security",,"With Rosebud, you can continuously refine and evolve your game: make adjustments, add new features, or tweak gameplay elements until the final product is what you envisioned. Your game will be browser-based, enabling you to share it instantly with friends."
Edgegap,https://edgegap.com/,Software,Development,"Networking, Servers, Orchestration, & Edge","Game Servers,Orchestration,Multiplayer,Infrastructure",,Automated Game Servers & Distributed Orchestration on the World's Largest Public Edge Computing Infrastructure
EdgeNext,https://www.edgenext.com/gaming/,Software,Development,"Networking, Servers, Orchestration, & Edge","Game Servers,Multiplayer,Global,Security",,"EdgeNext develops solutions for game manufacturers to meet the new generation of user’ needs by considering the interaction between users in the games. EdgeNext gaming solution ensures a smooth gaming experience for customers looking to accelerate game downloads, deliver a smooth gaming experience, or optimize gameplay."
Servers,https://www.servers.com/industries/gaming,Software,Development,"Networking, Servers, Orchestration, & Edge","Game Servers,Infrastructure",,"We offer reliable, high-performance Dell PowerEdge rack servers of the latest generations in eighteen data centers around the world."
Hathora,https://hathora.dev/,Software,Development,"Networking, Servers, Orchestration, & Edge","Global,Infrastructure,Multiplayer","Unity,Unreal,Godot,Javascript / TS",Hathora (huh•THOR•uh) Cloud is a fully managed hosting platform for multiplayer game servers. Upload your game server and instantly have access to 12 regions around the world.
GAMEYE,https://gameye.com/,Software,Development,"Networking, Servers, Orchestration, & Edge","Multiplayer,Multiplayer Services,Game Servers,API",Photon,"Gameye is the orchestrator for demanding games. It lets you easily host your multiplayer games, orchestrating sessions across multiple providers and locations using high-performing servers."
Network Next,https://www.networknext.com/,Software,Development,"Networking, Servers, Orchestration, & Edge",Multiplayer Services,,"Network Next is a group of game developers who decided to do something about game network performance.
​
We believe the best way to fix the internet is to create a neutral marketplace where networks compete on performance and price to carry traffic.
 
Our platform is constantly growing, so please join us as we make the internet better for games."
Diarkis Inc,https://diarkis.io/,Software,Development,"Networking, Servers, Orchestration, & Edge","SDK,Middleware,Multiplayer,Multiplayer Services","Go,C++,C#,Unreal,Unity",Diarkis is a network middleware for servers and clients designed for online multiplayer games and other applications.
MacStadium,https://www.macstadium.com/industry/gaming,Software,Development,"Networking, Servers, Orchestration, & Edge","Compute,Storage,Networking","iOS,Mac","Leverage the full power of macOS compute resources with graphics-optimized virtualization, scalable storage, and high-throughput network connectivity."
nimbleedge,https://www.nimbleedge.com/,Software,Development,"Networking, Servers, Orchestration, & Edge","ML,Compute,Personalisation",Mobile,"Infrastructure layer for ML teams to leverage compute from end-user devices, and deliver real-time personalization that delights users and boosts conversion"
OVHcloud,https://us.ovhcloud.com/bare-metal/game/,Software,Development,"Networking, Servers, Orchestration, & Edge","Game Servers,Multiplayer Services,Hardware,Hosting",,"Based on a third-generation AMD Ryzen platform, our servers are designed to offer users a lag-free game hosting experience. Gamers can play their favorite online games without any limits in terms of performance and stability. Our specialized Game anti-DDoS protection system is optimized for hosting games and offers two-way mitigation and protection on the application layer."
Heroic Cloud,https://heroiclabs.com/heroic-cloud/,Software,Development,"Networking, Servers, Orchestration, & Edge",Game Servers,,Scale your Nakama game on Heroic Cloud on GCP or AWS.
BitRipple,https://www.bitripple.com/,Software,Development,"Networking, Servers, Orchestration, & Edge","Streaming,Data,Cloud",,"BitRipple software solutions achieve the interactive performance required by cloud gaming, immersive AR/VR, teleoperation of drones and robots, data communications between airborne and ground units, remote collaboration, and similar applications."
Aethir,https://aethir.com/,Software,Development,"Networking, Servers, Orchestration, & Edge","Compute,Edge,Cloud,Infrastructure,Distributed",,"Accelerate growth and get closer to the edge with Aethir's distributed cloud compute infrastructure. We provide secure, cost-effective access to enterprise grade GPUs around the world."
Agones,https://agones.dev/site/,Software,Development,"Networking, Servers, Orchestration, & Edge","Game Servers,Kubernetes,Multiplayer Services",,"Host, Run and Scale dedicated game servers on Kubernetes"
Nvidia Omniverse,https://www.nvidia.com/en-gb/omniverse/,Software,Development,Platform,"API,SDK,Platform,Gen AI",,"NVIDIA Omniverse™ is a platform of APIs, SDKs, and services that enable developers to easily integrate Universal Scene Description (OpenUSD) and RTX rendering technologies into existing software tools and simulation workflows for building AI systems."
Roblox Studio (Creator Hub),https://create.roblox.com/,Software,Development,Platform,"Free,Roblox,Cross-Platform",,"Roblox Studio is a free application that allows users to create 3D experiences for Roblox. It is available on Windows and Mac, and can be used on mobile, console, desktop, and VR platforms."
Rosebud,https://www.rosebud.ai/ai-game-creator,Software,Development,Platform,"AI,Platform,Gen AI",,"Rosebud is a platform to help you go from description to code to game. Simply describe your game idea to our AI, and it will begin crafting the initial code."
Overwolf,https://www.overwolf.com/,Software,Development,Platform,"UGC,Mods,Extensions",,"Overwolf is an all-in-one platform for creating, sharing and monetizing in-game apps and mods."
Astrocade,https://www.astrocade.com/,Software,Development,Platform,AI,,"The first platform that makes the creation of games
and interactive experiences easy enough for a world
of creators to share their ideas in minutes."
Opus,https://opus.ai/,Software,Development,Platform,AI,,OpusAI is the first of its kind text-to-video-game platform that allows users to create their very own immersive experiences.It is a self-sustaining decentralized entertainment platform that usescategory defining proprietary technology to convert human language into playable game worlds.
mod.io,https://mod.io/,Software,Development,Platform,"UGC,Mods","Unity,Unreal,Steam,Epic Games,Meta,Microsoft,iOS,Android,Xbox,Playstation,Nintendo","mod.io provides a trusted solution for the delivery of user generated content & mods, in game, on PC, Console, Mobile & VR."
Dreamcraft,https://www.dreamcraft.com/,Software,Development,Platform,No-Code,,"DreamCraft, founded in 2018, is building a platform bundled with a game editor to make the game development process significantly easier for any platform, especially for people who have a passion for building games but lack programming or art skills."
The Mirror,https://www.themirror.space/,Software,Development,Platform,Open Source,,"The Mirror is an open-source Roblox & UEFN alternative: an all-in-one app to build and play, giving you the freedom to own what you create."
crazy games,https://developer.crazygames.com/,Software,Development,Platform,Web,Web,"CrazyGames is empowering developers to reach a new audience through browser games. Go beyond native platforms, reach millions of players worldwide, and generate revenue from your games."
Ray,https://playonray.com/developers,Software,Development,Platform,Web,"Mac,Windows","Play the best games in your browser with split-screen access to your favorite apps, no downloads and the smoothest gameplay."
poki,https://developers.poki.com/,Software,Development,Platform,"Web,SDK",,"Leverage the power of the web and our user-friendly dev tools to launch, improve, and skyrocket your game to success."
ULTRA,https://ultra.io/,Software,Development,Platform,"Development,Commerce,Marketplace",,"Ultra is a gaming hub that enables players, developers, and brands to discover the true meaning of freedom."
Flowlab,https://flowlab.io/,Software,Development,Platform,"No-Code,Platform","iOS,Android,Web,Mac","Quickly & turn your ideas into functional games with the Flowlab game creator. Now you have a fast, flexible, collaborative way to quickly prototype and tweak new gameplay concepts. Rapid prototyping your games has never been faster. Export to Android, iOS, PC, & with one click!"
Gamefroot,https://make.gamefroot.com/,Software,Development,Platform,"Educational,Platform",,"The experiences that you remember from school are the ones that meant something to you.

Gamefroot users learn creative coding and design thinking, and experience the thrill of publishing content like real game developers.

All of our resources are based on solving real industry problems and learning coding concepts from the New Zealand curriculum."
Ambiera CopperCube,https://www.ambiera.com/coppercube/,Software,Development,Platform,"No-Code,3D,Development,Free",,Create 3D games without programming. It's free.
GameGuru Max,https://www.game-guru.com/,Software,Development,Platform,"3D,No-Code",,"GameGuru MAX is a 3D game-maker that makes the creation of your game simple, quick and easy – no coding required!
GameGuru MAX provides the tools and assets so you can start making your dream game in minutes!"
EXISTS,https://exists.ai/,Software,Development,Platform,"AI,Generator",,Exists builds a future where anyone can create multiplayer video games in moments.
Playo,https://playo.ai/,Software,Development,Platform,"AI,3D,Generator,Game",,"At Playo.ai, we are redefining the gaming landscape with our cutting-edge AI technology, producing fully playable 3D games for just $1. We generate countless hyper-personalized games tailored to individual interests on a massive scale.

Driven by a passion for gaming and innovation, our mission is to simplify game development, making it possible for anyone to transform their game ideas into reality effortlessly."
RiseAngle,https://riseangle.com/,Software,Development,Platform,"AI,Game,Generator,Gen AI",,"The generative AI revolution will transform game development to game creation. The future of gaming will belong to visionaries who are not bound by access to resources on how they envision their games. By truly democratizing game development, the RiseAngle platform will enable many gamers and even non-gamers to create their own games. Anyone will be able to make games based on their imagination."
Tilt Five,https://www.tiltfive.com/,Software,Development,VR/XR/AR,"SDK,3D,Holographs","Unity,Native C,Unreal","The Tilt Five SDK gives you everything you need to turn your thing into a mind-blowing, full-on immersive 3D holographic experience."
AR 51,https://www.ar-51.com/,Software,Development,VR/XR/AR,"AR,Motion Capture,3D,Streaming,Real-time",,"We’re a group of passionate artificial intelligence, deep learning, and computer graphics experts who teamed up a few years ago to transform the way we consume content using the most cutting-edge technologies.

We believe that augmented reality is the future, and at AR 51, we’re disrupting entertainment and creation to drive the AR revolution forward."
